venta_id,cliente_id,paciente_id,producto,cantidad,fecha_venta
1479,472,514,Trade,5,2024-07-26
1480,363,195,Deep,4,2025-01-03
1481,133,408,Per,4,2023-08-21
1482,165,362,Bad,4,2024-11-24
1483,45,219,Century,5,2022-12-07
1484,75,728,Something,1,2024-10-22
1485,426,702,Agreement,1,2025-06-17
1486,188,28,White,5,2023-03-28
1487,500,163,Chance,2,2025-06-10
1488,191,247,Region,5,2024-09-02
1489,214,762,Toward,5,2022-10-21
1490,220,336,Public,1,2023-06-18
1491,192,591,Summer,1,2024-09-16
1492,45,523,Grow,1,2024-08-10
1493,259,920,Line,1,2023-06-04
1494,116,488,Price,5,2023-02-05
1495,471,801,Population,2,2025-03-18
1496,25,363,Benefit,2,2024-06-29
1497,343,532,Method,5,2025-08-09
1498,322,636,After,2,2023-06-26
1499,171,944,Management,3,2022-12-31
1500,15,156,Direction,1,2023-12-09
1501,200,814,Phone,2,2024-03-24
1502,252,124,Probably,1,2025-01-12
1503,31,730,Better,4,2025-04-07
1504,139,51,Color,1,2025-02-23
1505,304,91,Large,3,2023-05-19
1506,157,234,Family,3,2022-12-17
1507,157,480,Field,3,2025-01-28
1508,472,331,Born,3,2024-12-14
1509,194,774,Blue,4,2024-01-25
1510,31,414,With,5,2024-07-27
1511,343,533,Heavy,2,2025-03-26
1512,14,836,Claim,5,2024-03-25
1513,378,661,Above,3,2024-12-24
1514,358,564,Provide,4,2023-09-20
1515,222,370,Civil,3,2023-09-30
1516,381,792,State,3,2024-12-23
1517,160,907,Hot,3,2025-03-02
1518,247,294,What,1,2024-11-15
1519,88,226,Organization,1,2023-11-05
1520,132,297,Teach,1,2024-08-06
1521,266,826,Add,5,2023-03-01
1522,165,822,International,1,2025-03-02
1523,48,902,Officer,4,2025-05-10
1524,80,837,Number,5,2023-10-12
1525,334,891,Model,3,2023-04-28
1526,54,12,Follow,4,2023-12-24
1527,329,253,Oil,1,2024-06-01
1528,498,422,Decide,2,2025-03-16
1529,458,949,Mission,1,2022-10-05
1530,6,840,Moment,5,2024-06-19
1531,117,542,According,4,2025-07-10
1532,283,546,Language,4,2024-03-18
1533,470,865,Often,1,2025-02-26
1534,122,801,Discover,5,2024-10-30
1535,364,106,Join,5,2022-09-24
1536,31,926,Why,4,2024-09-23
1537,241,669,Generation,5,2025-06-21
1538,469,143,Everybody,2,2024-05-31
1539,449,265,Behavior,1,2022-11-01
1540,313,280,Industry,1,2025-05-17
1541,55,995,Couple,5,2025-04-01
1542,50,334,Vote,4,2023-05-23
1543,405,558,Building,4,2024-11-25
1544,196,85,Minute,4,2024-12-03
1545,283,334,Particular,5,2024-12-31
1546,207,477,Boy,4,2023-10-06
1547,219,665,Avoid,1,2023-10-26
1548,473,746,Here,4,2024-06-23
1549,435,336,Rather,3,2025-08-22
1550,368,607,Would,4,2024-11-17
1551,279,444,Mean,3,2023-08-14
1552,339,432,Concern,4,2025-02-06
1553,71,867,List,3,2024-04-10
1554,415,724,Short,5,2025-07-31
1555,426,829,Each,4,2025-04-12
1556,382,131,Success,2,2024-10-07
1557,138,704,Attention,3,2022-11-29
1558,19,475,My,1,2023-09-29
1559,301,756,New,3,2025-02-20
1560,472,631,Whose,2,2023-07-08
1561,302,778,Dark,2,2025-01-06
1562,493,377,Argue,2,2023-12-24
1563,318,693,Mention,5,2025-05-25
1564,134,331,Most,4,2022-12-20
1565,37,851,Want,1,2023-07-16
1566,462,469,Rate,5,2024-09-23
1567,10,632,Over,2,2024-12-17
1568,99,146,Long,5,2025-04-16
1569,356,318,Rule,5,2025-02-02
1570,56,421,Quality,1,2023-06-05
1571,460,292,Force,2,2023-08-17
1572,335,351,Part,2,2023-03-11
1573,136,612,Close,1,2022-11-30
1574,266,475,Discuss,2,2023-02-16
1575,146,113,Serve,5,2024-03-26
1576,90,172,Case,1,2025-01-31
1577,240,867,Course,1,2023-05-29
1578,168,723,At,2,2024-07-04
1579,12,675,Mother,4,2023-08-24
1580,130,30,Inside,3,2023-08-29
1581,101,346,Thousand,3,2023-09-28
1582,9,400,Question,5,2022-09-20
1583,306,355,Newspaper,1,2023-05-19
1584,155,583,Loss,5,2025-03-12
1585,334,387,Describe,3,2022-11-17
1586,188,581,Decision,5,2025-01-20
1587,187,852,Power,2,2025-01-19
1588,43,430,Show,3,2023-08-17
1589,319,454,Large,2,2024-03-03
1590,75,718,Nation,3,2023-04-16
1591,280,768,Practice,4,2023-11-11
1592,216,940,Me,2,2023-04-07
1593,283,799,Huge,2,2023-09-29
1594,343,547,Thank,5,2025-05-26
1595,8,932,Wife,3,2023-06-25
1596,70,752,Each,5,2022-11-21
1597,190,556,Nothing,1,2023-10-28
1598,26,297,Most,3,2024-07-07
1599,354,712,Line,1,2024-08-31
1600,283,376,Upon,1,2022-11-06
1601,23,218,Agency,2,2024-03-29
1602,68,875,One,4,2025-01-29
1603,335,95,Offer,5,2024-12-30
1604,322,812,Career,1,2025-03-04
1605,146,506,Himself,1,2025-06-07
1606,466,689,Short,5,2025-04-14
1607,227,965,Clear,2,2023-12-22
1608,238,941,Let,5,2023-01-15
1609,168,330,Understand,1,2025-09-07
1610,372,27,Central,1,2023-06-06
1611,474,132,A,5,2024-07-07
1612,497,687,Week,5,2023-03-24
1613,307,485,Bar,5,2025-03-22
1614,295,21,Several,3,2025-05-07
1615,464,680,Science,4,2023-01-01
1616,193,260,Yet,3,2023-07-23
1617,227,798,Offer,3,2024-01-11
1618,178,530,Method,5,2025-03-20
1619,175,252,Player,2,2024-12-03
1620,355,128,See,2,2025-02-02
1621,422,779,Town,3,2024-02-15
1622,280,925,Successful,1,2024-11-03
1623,144,137,Then,1,2024-04-12
1624,220,279,Too,3,2023-12-15
1625,350,159,Debate,2,2025-08-29
1626,366,115,Music,3,2023-03-27
1627,191,350,Among,2,2022-12-12
1628,189,566,Water,4,2024-09-04
1629,218,916,Current,2,2025-09-01
1630,202,520,Big,4,2025-01-10
1631,394,653,Dream,1,2024-02-20
1632,361,319,Bit,2,2024-03-03
1633,8,614,Admit,1,2023-07-25
1634,498,237,Or,1,2023-08-20
1635,174,400,Watch,5,2022-10-09
1636,210,290,Strong,2,2024-10-26
1637,139,528,Cultural,1,2024-12-22
1638,33,575,Work,4,2025-02-22
1639,226,499,Test,4,2025-06-09
1640,311,823,Loss,2,2023-09-10
1641,476,390,Investment,5,2023-06-27
1642,225,72,Build,1,2022-12-08
1643,366,832,Form,1,2025-04-15
1644,356,951,Around,1,2025-03-23
1645,153,753,But,5,2025-05-16
1646,367,458,Wait,1,2022-09-21
1647,300,277,Move,3,2023-03-13
1648,272,437,Many,4,2024-05-25
1649,72,999,Dinner,1,2023-08-04
1650,94,695,Effect,3,2025-08-23
1651,329,75,College,2,2025-08-24
1652,364,446,Success,2,2025-04-27
1653,160,379,Party,4,2025-07-08
1654,449,156,Across,5,2024-12-08
1655,121,466,Policy,1,2025-03-29
1656,433,24,Civil,3,2025-07-04
1657,143,901,Fall,4,2024-01-24
1658,17,872,We,3,2023-10-13
1659,456,607,Heart,5,2025-07-24
1660,369,757,Guess,2,2023-12-03
1661,418,136,Could,3,2024-02-03
1662,91,855,Though,4,2023-10-09
1663,198,212,Pattern,2,2024-04-24
1664,401,887,Box,1,2024-04-12
1665,452,906,Life,2,2025-08-18
1666,215,354,Side,4,2024-09-28
1667,53,714,Worker,3,2023-05-21
1668,95,168,Go,3,2023-04-28
1669,95,944,You,1,2025-03-18
1670,175,728,Finally,1,2025-03-09
1671,215,479,Us,3,2024-10-24
1672,243,708,Three,3,2023-09-05
1673,215,807,Start,2,2025-07-20
1674,55,471,Pick,3,2022-10-14
1675,425,566,Enter,1,2023-08-20
1676,379,974,Skill,3,2022-12-04
1677,152,827,Poor,2,2023-03-23
1678,204,485,Radio,3,2022-09-21
1679,197,866,Administration,4,2025-03-03
1680,301,548,Policy,5,2025-03-08
1681,360,644,Daughter,5,2022-11-29
1682,402,91,Not,4,2023-06-30
1683,375,292,Bit,3,2022-11-11
1684,97,870,Quickly,5,2024-10-06
1685,129,276,Lot,2,2023-06-07
1686,253,261,Part,3,2024-01-21
1687,97,950,Get,3,2025-07-12
1688,435,173,Necessary,4,2025-04-21
1689,306,235,Beyond,3,2022-09-21
1690,466,897,Center,3,2025-06-26
1691,259,720,Able,5,2025-01-29
1692,359,612,Skin,3,2023-10-17
1693,283,678,Suggest,1,2023-01-22
1694,255,853,Wrong,1,2023-06-03
1695,384,42,Pressure,5,2023-10-22
1696,180,292,Politics,4,2023-06-17
1697,303,917,But,3,2024-09-11
1698,33,553,Technology,1,2025-07-11
1699,71,55,Story,2,2024-08-28
1700,82,607,Population,3,2025-08-18
1701,289,824,Color,5,2025-03-30
1702,408,617,Camera,2,2025-08-11
1703,22,505,Ahead,4,2023-09-26
1704,13,120,Rate,2,2023-10-29
1705,450,4,Environmental,3,2025-09-10
1706,53,486,Child,5,2023-11-29
1707,34,739,Production,1,2024-03-04
1708,432,916,Should,3,2024-06-07
1709,310,972,Front,1,2024-05-02
1710,220,997,Draw,4,2025-05-31
1711,415,359,Degree,1,2023-06-23
1712,290,4,Attack,3,2025-05-10
1713,115,180,Bring,3,2024-08-03
1714,40,847,Letter,4,2024-07-21
1715,476,232,Onto,2,2024-03-06
1716,290,430,Teach,4,2023-08-19
1717,102,437,Human,1,2024-09-20
1718,386,792,Full,5,2024-05-20
1719,140,774,Job,1,2023-03-25
1720,10,151,Kid,2,2025-07-01
1721,46,349,List,3,2025-02-28
1722,211,838,Perhaps,1,2025-04-15
1723,93,956,Million,1,2024-08-05
1724,56,669,Key,4,2024-04-05
1725,351,968,Into,4,2024-08-14
1726,323,222,Section,5,2025-07-13
1727,472,100,Article,1,2022-10-23
1728,314,912,Future,2,2025-01-19
1729,348,377,Himself,2,2024-07-25
1730,133,639,Various,4,2022-12-07
1731,2,50,Ago,5,2023-04-18
1732,114,144,Hundred,2,2023-12-23
1733,61,873,Know,1,2023-09-23
1734,484,576,Personal,1,2025-05-07
1735,314,966,None,2,2025-01-15
1736,92,526,Somebody,3,2024-04-23
1737,461,995,Young,3,2024-05-08
1738,320,437,Recently,4,2024-05-22
1739,181,355,Soon,1,2024-08-29
1740,255,299,Recently,5,2025-04-07
1741,158,549,Nation,2,2022-10-12
1742,205,34,Point,5,2024-06-26
1743,374,716,Nothing,5,2023-04-18
1744,111,364,Under,4,2024-06-01
1745,103,38,Situation,1,2024-04-26
1746,236,514,Anyone,2,2025-01-16
1747,108,275,Local,1,2024-08-21
1748,280,140,Study,1,2023-02-24
1749,376,992,Young,1,2024-04-20
1750,427,270,Capital,2,2023-07-09
1751,11,193,Include,3,2024-03-03
1752,81,216,Site,3,2024-07-09
1753,347,986,Bed,4,2023-03-29
1754,46,864,Else,3,2025-06-25
1755,19,559,Social,5,2025-08-08
1756,167,405,Reason,3,2025-08-01
1757,98,132,Effect,1,2024-09-06
1758,344,375,Standard,5,2025-06-25
1759,158,802,Figure,2,2023-05-12
1760,318,197,Spring,2,2023-09-15
1761,240,29,Conference,3,2023-12-22
1762,362,941,Sense,5,2024-02-15
1763,464,809,Hope,2,2023-06-14
1764,457,214,Former,1,2025-08-22
1765,482,235,Up,2,2023-12-06
1766,39,719,Adult,5,2023-04-04
1767,108,308,Keep,1,2025-04-08
1768,240,611,True,2,2024-08-14
1769,438,418,They,1,2023-01-10
1770,194,971,Relationship,4,2023-07-19
1771,179,746,Leave,3,2024-10-21
1772,70,253,Let,3,2023-07-08
1773,56,650,Population,1,2023-06-10
1774,418,513,Term,1,2023-12-29
1775,298,808,Those,1,2023-04-23
1776,449,483,Area,3,2023-03-13
1777,12,902,Me,5,2023-06-17
1778,257,894,Simply,3,2024-04-08
1779,193,86,Walk,4,2024-01-25
1780,261,482,Year,1,2024-11-01
1781,250,704,Local,3,2023-07-31
1782,211,811,Necessary,2,2023-08-13
1783,228,781,Forward,2,2022-10-17
1784,117,996,Happy,3,2024-08-11
1785,319,554,Interview,5,2023-12-02
1786,188,516,Nature,4,2024-04-01
1787,103,552,Decision,4,2024-07-29
1788,391,767,Huge,2,2024-11-17
1789,141,652,Throughout,5,2024-10-28
1790,51,877,Over,4,2023-08-21
1791,28,651,Me,2,2025-06-19
1792,403,620,Other,5,2023-09-09
1793,166,147,Television,5,2022-09-25
1794,227,68,Report,3,2023-11-30
1795,498,735,Sort,3,2024-08-30
1796,295,212,Stuff,1,2023-03-01
1797,313,1,Talk,5,2023-09-26
1798,464,621,White,4,2025-05-06
1799,134,556,Man,2,2022-12-13
1800,68,921,Trip,4,2025-06-26
1801,87,795,Movie,5,2023-07-11
1802,8,446,Table,4,2023-04-28
1803,350,739,Right,1,2023-06-18
1804,312,210,Common,5,2023-01-28
1805,262,314,Door,3,2025-06-14
1806,117,788,For,3,2025-01-10
1807,40,499,Agreement,2,2024-04-23
1808,500,622,Recognize,1,2023-06-04
1809,75,636,It,5,2023-02-04
1810,127,837,Skill,5,2024-12-18
1811,324,139,Understand,5,2025-09-03
1812,406,403,Room,3,2023-12-01
1813,148,595,Fly,4,2025-05-12
1814,477,95,Product,2,2023-02-05
1815,70,712,Culture,4,2023-11-17
1816,408,599,Station,3,2024-05-20
1817,493,535,Off,4,2023-12-23
1818,496,5,Former,1,2024-07-17
1819,6,115,Woman,3,2024-07-07
1820,89,790,Wonder,1,2023-01-15
1821,103,548,Customer,5,2024-03-08
1822,231,253,Add,1,2025-08-07
1823,334,921,Attack,2,2022-10-06
1824,270,887,Kind,3,2023-03-15
1825,451,714,Another,5,2025-06-11
1826,28,818,Indeed,3,2022-09-18
1827,356,150,Red,4,2024-11-09
1828,403,144,Summer,5,2025-02-04
1829,292,926,Shake,4,2024-07-29
1830,466,416,Old,2,2022-12-19
1831,217,93,Important,4,2024-08-27
1832,208,270,Professor,1,2023-07-25
1833,55,685,Stay,2,2023-03-05
1834,192,687,General,5,2023-02-28
1835,354,690,Free,5,2025-07-23
1836,194,974,When,1,2024-12-05
1837,49,694,Deep,5,2025-06-27
1838,362,51,Mouth,1,2024-12-01
1839,220,190,Security,5,2024-11-06
1840,197,589,Whom,3,2023-12-28
1841,171,613,Peace,4,2022-10-23
1842,261,900,When,5,2024-12-04
1843,340,350,Cell,4,2025-02-06
1844,473,100,Respond,2,2023-02-10
1845,355,191,Your,4,2023-11-24
1846,53,291,Option,5,2024-06-13
1847,436,378,Decision,2,2025-04-22
1848,205,145,Physical,1,2023-12-09
1849,10,312,Safe,1,2022-10-26
1850,191,195,Business,4,2025-03-16
1851,450,264,Up,4,2023-01-13
1852,73,569,Occur,2,2024-11-20
1853,160,447,Improve,1,2023-02-12
1854,70,274,Ball,2,2024-10-23
1855,448,623,Recognize,5,2025-02-01
1856,313,406,Paper,2,2022-09-23
1857,313,71,Economy,4,2024-06-22
1858,28,605,When,2,2024-06-02
1859,400,206,Third,2,2025-03-06
1860,447,190,Full,5,2023-03-11
1861,99,899,Republican,4,2022-09-13
1862,72,938,Own,1,2023-09-08
1863,342,578,Relate,3,2024-11-30
1864,225,699,Prove,5,2023-05-13
1865,379,430,Mean,2,2022-11-14
1866,224,961,Phone,5,2024-08-01
1867,237,721,Wonder,4,2025-06-01
1868,345,733,State,1,2024-04-07
1869,356,77,Bad,5,2024-07-02
1870,413,790,Memory,5,2025-01-09
1871,418,52,When,2,2023-03-18
1872,203,30,Main,1,2023-12-15
1873,309,939,Threat,1,2022-11-01
1874,460,539,Open,2,2023-07-05
1875,348,517,Available,4,2024-12-27
1876,163,734,Could,1,2025-04-21
1877,348,599,Role,5,2024-02-07
1878,50,507,Paper,3,2023-05-14
1879,430,417,Various,2,2025-07-10
1880,254,877,Contain,3,2023-09-08
1881,127,238,Language,4,2024-05-01
1882,406,331,Car,3,2024-01-12
1883,47,393,None,3,2024-04-06
1884,188,31,Into,2,2024-10-26
1885,228,604,Simply,3,2023-12-10
1886,10,292,Now,1,2023-08-12
1887,59,891,Put,3,2023-03-18
1888,412,512,Night,5,2024-04-11
1889,276,197,Teacher,4,2025-05-31
1890,222,365,Its,4,2022-09-19
1891,418,133,Political,4,2022-10-19
1892,481,861,Hear,1,2023-03-19
1893,427,21,Already,5,2024-01-21
1894,264,556,Have,5,2025-02-06
1895,291,85,Man,5,2025-06-05
1896,260,831,Big,3,2024-06-05
1897,257,961,Decade,1,2024-03-21
1898,472,254,Half,3,2025-08-05
1899,406,58,Assume,1,2023-03-21
1900,468,560,Reason,2,2023-10-23
1901,279,331,Wonder,1,2024-05-31
1902,373,410,Actually,2,2023-09-02
1903,497,853,Travel,2,2025-07-11
1904,184,436,Federal,5,2023-09-10
1905,480,635,Morning,1,2023-11-22
1906,440,249,Research,3,2024-01-19
1907,396,947,Brother,3,2024-05-21
1908,465,671,Either,2,2024-03-24
1909,160,490,Financial,3,2022-12-16
1910,337,958,Maybe,2,2025-07-04
1911,474,979,Pressure,5,2023-01-07
1912,287,340,Building,4,2022-11-17
1913,289,998,View,1,2024-11-03
1914,376,61,When,2,2023-08-03
1915,370,883,Claim,2,2024-09-18
1916,233,398,Pressure,1,2022-09-22
1917,38,213,Matter,1,2025-04-11
1918,389,659,Player,4,2024-03-30
1919,431,653,Onto,5,2023-01-15
1920,168,216,Individual,5,2023-12-11
1921,280,166,News,2,2024-05-27
1922,27,510,Already,5,2024-04-05
1923,457,197,Wonder,5,2024-06-11
1924,471,357,About,5,2025-07-29
1925,245,22,Strategy,3,2023-04-04
1926,156,423,Official,4,2025-01-11
1927,119,639,Fast,2,2024-06-08
1928,60,652,Service,1,2023-01-22
1929,135,186,Health,1,2023-03-06
1930,86,269,Early,4,2023-05-30
1931,59,727,Laugh,4,2025-03-09
1932,183,705,Garden,1,2024-12-06
1933,47,350,Follow,1,2023-05-31
1934,232,405,Decade,2,2024-03-15
1935,48,336,Left,2,2024-06-30
1936,105,779,Responsibility,2,2025-02-22
1937,245,983,Drop,2,2025-02-20
1938,292,767,Respond,2,2023-07-01
1939,167,70,Senior,3,2024-12-13
1940,488,204,Structure,5,2022-12-22
1941,417,115,Such,3,2025-01-18
1942,164,349,Property,5,2025-02-23
1943,213,622,Toward,4,2024-02-12
1944,175,855,Degree,4,2022-12-12
1945,239,105,Case,2,2024-01-27
1946,260,493,Real,4,2025-01-28
1947,462,468,Three,1,2024-01-15
1948,264,530,Mother,1,2025-05-14
1949,215,648,Quickly,2,2024-12-23
1950,3,695,Realize,1,2022-12-12
1951,206,613,Money,1,2025-05-07
1952,255,266,Economic,3,2025-02-03
1953,227,647,Image,3,2025-02-13
1954,402,307,Seek,2,2024-12-28
1955,109,486,Foreign,5,2023-08-06
1956,144,892,Practice,4,2023-08-01
1957,270,913,Hundred,1,2024-03-28
1958,266,639,At,3,2023-01-24
1959,431,958,Station,3,2024-01-30
1960,310,179,Father,4,2022-10-28
1961,290,200,Three,4,2022-10-03
1962,51,91,Hour,3,2025-01-07
1963,84,931,Glass,3,2024-11-21
1964,211,601,Realize,2,2025-04-11
1965,255,836,Success,1,2023-10-06
1966,498,203,Yet,4,2024-08-03
1967,24,251,Example,3,2025-02-02
1968,470,690,Give,1,2025-04-02
1969,14,902,Body,4,2023-09-05
1970,59,209,Lead,1,2025-05-07
1971,430,260,Who,3,2025-04-18
1972,383,18,Avoid,2,2025-07-09
1973,497,401,Accept,5,2024-11-09
1974,410,266,Raise,2,2023-03-04
1975,452,262,Although,4,2022-09-22
1976,153,386,Describe,1,2024-10-12
1977,467,854,Between,4,2025-08-20
1978,321,564,Necessary,2,2025-07-30
1979,139,407,Successful,1,2023-01-30
1980,79,535,Like,4,2023-06-15
1981,335,518,Information,3,2022-09-21
1982,305,280,Teach,2,2023-01-11
1983,212,866,Consider,1,2024-06-17
1984,26,370,Make,5,2023-02-07
1985,356,816,Mrs,5,2025-08-02
1986,297,428,People,5,2023-03-03
1987,244,449,Add,3,2023-12-20
1988,201,855,Big,3,2023-12-16
1989,16,844,Few,2,2023-02-16
1990,354,315,Nature,5,2023-09-08
1991,164,830,Letter,1,2025-01-01
1992,50,708,They,5,2023-09-24
1993,18,664,Benefit,1,2025-02-21
1994,302,407,Grow,3,2025-03-10
1995,174,97,Weight,5,2022-09-23
1996,209,116,Maybe,2,2023-07-25
1997,252,619,Economy,3,2024-08-09
1998,429,178,Including,2,2025-08-19
1999,32,64,Page,5,2024-03-04
2000,140,363,Success,3,2023-09-18
2001,371,627,Forward,3,2024-08-19
2002,281,370,Ball,5,2024-04-22
2003,71,255,You,4,2024-04-16
2004,375,56,Cell,1,2024-07-22
2005,433,589,Thing,3,2024-11-21
2006,156,831,Road,2,2022-12-22
2007,439,267,Computer,2,2024-02-02
2008,345,591,First,4,2024-06-21
2009,251,787,West,1,2024-06-10
2010,44,468,Environment,2,2023-10-22
2011,355,594,Eight,3,2023-03-22
2012,170,286,Generation,1,2025-03-24
2013,69,380,Keep,3,2025-07-22
2014,201,520,Girl,5,2025-02-13
2015,9,996,Pay,2,2024-02-26
2016,33,418,Eight,2,2024-03-12
2017,24,633,Feeling,5,2025-03-28
2018,53,367,Continue,2,2024-12-25
2019,100,650,Process,3,2024-12-16
2020,104,829,Above,3,2025-03-06
2021,76,110,Team,5,2024-05-23
2022,425,472,Several,5,2023-02-24
2023,143,707,Skin,5,2025-03-19
2024,388,251,Than,5,2023-02-25
2025,426,406,Goal,4,2025-06-22
2026,346,755,Seven,3,2023-04-17
2027,389,21,Forget,5,2025-06-23
2028,250,423,Hospital,5,2024-09-17
2029,11,311,Property,5,2025-07-08
2030,237,133,Question,5,2023-04-22
2031,477,986,Class,3,2024-04-23
2032,320,252,Imagine,1,2025-02-28
2033,438,864,Each,4,2024-02-25
2034,301,996,Far,1,2025-01-28
2035,138,909,Despite,2,2025-06-13
2036,317,582,Dark,1,2022-11-28
2037,322,596,Race,2,2022-11-30
2038,367,367,Because,5,2024-08-04
2039,400,794,Today,1,2023-10-16
2040,312,789,Democratic,4,2024-11-21
2041,87,799,Natural,3,2024-04-09
2042,331,843,Friend,5,2023-05-16
2043,332,357,Staff,3,2023-06-01
2044,89,971,Management,5,2022-12-18
2045,40,714,Less,3,2022-12-14
2046,74,232,Four,2,2024-01-06
2047,185,803,Reveal,1,2024-06-03
2048,236,264,Stuff,1,2023-12-17
2049,73,452,Wind,1,2022-10-07
2050,310,659,Page,3,2023-08-27
2051,303,838,Big,5,2023-12-29
2052,193,611,Spend,5,2023-02-23
2053,197,253,Actually,4,2023-01-23
2054,467,71,Ask,1,2022-12-24
2055,157,79,How,2,2023-08-31
2056,6,270,Class,3,2023-10-15
2057,432,8,Us,3,2023-03-17
2058,495,781,Risk,2,2025-03-13
2059,24,915,Type,5,2025-08-29
2060,367,384,Kind,5,2023-11-15
2061,337,552,Direction,5,2024-02-26
2062,90,907,Hand,4,2023-04-18
2063,285,134,Hundred,5,2025-08-04
2064,456,926,Nature,5,2023-07-12
2065,345,703,Condition,5,2025-08-29
2066,42,803,Over,1,2024-10-28
2067,75,365,Better,5,2024-02-12
2068,360,902,Range,5,2023-01-14
2069,130,641,Standard,2,2023-08-10
2070,151,749,Tonight,3,2024-03-12
2071,250,346,Go,5,2024-10-10
2072,74,47,Able,5,2024-04-04
2073,314,704,Its,4,2025-08-15
2074,182,645,Mouth,5,2025-02-02
2075,94,846,Pressure,4,2024-01-13
2076,460,74,Value,2,2025-06-20
2077,305,568,Thing,1,2023-06-28
2078,446,212,Require,2,2024-11-03
2079,71,167,Weight,5,2023-02-15
2080,196,515,Among,5,2023-07-27
2081,199,518,Indeed,1,2023-06-14
2082,110,69,Herself,2,2024-01-02
2083,46,844,Almost,5,2023-08-10
2084,154,434,Manage,2,2024-04-03
2085,395,586,Yet,1,2024-02-09
2086,453,918,Son,4,2024-02-14
2087,275,144,Theory,2,2022-10-12
2088,330,255,Apply,1,2024-12-30
2089,214,741,Pretty,4,2023-04-23
2090,116,756,Should,1,2022-12-23
2091,23,755,Break,5,2024-11-22
2092,255,182,Study,2,2023-08-15
2093,47,586,Inside,3,2022-11-05
2094,138,108,Must,2,2022-10-15
2095,246,277,Paper,4,2023-05-14
2096,260,307,Own,1,2024-09-01
2097,354,634,Information,4,2024-10-20
2098,256,359,Hold,5,2024-12-01
2099,230,578,Expect,1,2024-10-25
2100,102,225,Expert,2,2024-05-07
2101,226,537,None,3,2023-07-27
2102,497,158,Cover,2,2025-02-08
2103,282,561,During,3,2023-09-18
2104,283,396,Ground,3,2023-10-22
2105,49,200,Something,2,2023-10-09
2106,231,684,Serve,1,2025-04-02
2107,467,752,Rest,3,2022-12-11
2108,133,947,Part,5,2023-09-15
2109,311,167,Tough,1,2024-03-30
2110,242,251,Stage,2,2024-06-11
2111,226,896,Rather,5,2022-12-20
2112,84,9,Alone,3,2023-08-05
2113,347,365,Stuff,3,2023-04-10
2114,371,798,Even,3,2023-08-02
2115,110,729,Paper,3,2025-07-25
2116,126,450,History,4,2025-07-30
2117,242,999,Issue,2,2022-11-26
2118,425,287,Might,1,2025-01-20
2119,159,531,Garden,3,2024-01-23
2120,286,714,Detail,5,2024-08-31
2121,264,323,Bit,1,2023-04-23
2122,197,258,Herself,1,2024-12-28
2123,375,533,Very,1,2024-07-24
2124,11,93,Behind,2,2022-11-06
2125,137,630,Laugh,3,2023-03-15
2126,43,980,Thank,4,2023-08-08
2127,160,522,Decade,5,2024-01-08
2128,107,935,Computer,4,2025-07-21
2129,102,456,Book,1,2024-08-22
2130,251,604,Reveal,4,2025-05-03
2131,245,96,Board,4,2024-12-08
2132,474,920,Including,3,2023-04-06
2133,86,753,Possible,5,2023-07-25
2134,143,486,Moment,3,2023-08-06
2135,306,199,Summer,5,2022-12-03
2136,198,914,Tough,4,2023-07-23
2137,334,993,Gas,3,2023-04-12
2138,196,691,Modern,4,2024-11-03
2139,463,669,Try,1,2024-05-26
2140,472,563,Likely,3,2024-03-19
2141,102,230,Book,2,2023-01-28
2142,491,137,Crime,1,2024-07-01
2143,299,188,Treat,4,2023-04-28
2144,248,58,Whose,2,2023-12-24
2145,109,867,Product,5,2025-02-14
2146,108,400,Bill,3,2023-08-25
2147,74,836,Practice,3,2024-04-27
2148,423,959,Learn,1,2025-02-06
2149,40,356,Able,4,2024-11-12
2150,321,899,Against,2,2024-03-31
2151,388,462,Send,2,2025-07-28
2152,324,980,Adult,3,2024-02-25
2153,99,599,Force,1,2024-02-28
2154,67,6,Campaign,5,2025-02-09
2155,490,110,Many,4,2025-03-18
2156,344,836,Paper,1,2023-10-10
2157,479,694,Look,5,2025-02-20
2158,385,312,Enter,2,2023-03-03
2159,329,955,Behavior,3,2025-08-13
2160,15,624,Leave,4,2024-01-02
2161,191,857,Feeling,4,2023-10-13
2162,77,1,Edge,1,2025-01-14
2163,362,342,She,1,2025-07-09
2164,312,211,Worry,1,2023-01-22
2165,161,659,Admit,4,2025-08-20
2166,232,571,Care,4,2024-08-05
2167,449,338,Politics,5,2025-05-14
2168,284,303,General,3,2025-03-12
2169,389,940,South,2,2024-11-20
2170,361,777,Little,4,2022-10-17
2171,6,652,Exactly,5,2024-12-15
2172,416,947,With,1,2025-09-07
2173,244,229,Rock,1,2024-11-15
2174,18,286,Rule,4,2024-01-28
2175,35,378,Arrive,1,2023-04-16
2176,112,114,Newspaper,5,2025-03-04
2177,386,120,Article,3,2025-02-21
2178,478,187,Along,3,2024-09-05
2179,36,985,Big,1,2022-11-26
2180,148,810,Treatment,2,2023-05-29
2181,71,129,Eat,3,2022-09-23
2182,212,707,Minute,4,2023-08-18
2183,146,510,Give,1,2022-12-19
2184,116,442,View,4,2024-07-15
2185,400,879,Commercial,4,2023-02-01
2186,256,952,We,5,2022-10-12
2187,408,404,Matter,4,2024-12-09
2188,478,357,Never,4,2023-11-07
2189,406,915,Once,3,2025-08-07
2190,85,546,Everybody,3,2023-07-20
2191,39,387,First,5,2023-06-21
